timestamp;ECG
72,5;-901.12
72,625;-884.7360000000001
72,75;-917.5039999999999
72,875;-868.352
73;-884.7360000000001
73,125;-851.9680000000001
73,25;-901.12
73,375;-884.7360000000001
73,5;-884.7360000000001
73,625;-901.12
73,75;-901.12
73,875;-868.352
74;-917.5039999999999
74,125;-851.9680000000001
74,25;-901.12
74,375;-868.352
74,5;-851.9680000000001
74,625;-851.9680000000001
74,75;-851.9680000000001
74,875;-835.584
75;-851.9680000000001
75,125;-966.6560000000001
75,25;-1064.96
75,375;-1081.344
75,5;-966.6560000000001
75,625;-819.2
75,75;-802.816
75,875;-802.816
76;-851.9680000000001
76,125;-835.584
76,25;-819.2
76,375;-819.2
76,5;-835.584
76,625;-835.584
76,75;-835.584
76,875;-851.9680000000001
77;-835.584
77,125;-819.2
77,25;-819.2
77,375;-819.2
77,5;-819.2
77,625;-819.2
77,75;-819.2
77,875;-835.584
78;-819.2
78,125;-835.584
78,25;-819.2
78,375;-835.584
78,5;-835.584
78,625;-835.584
78,75;-835.584
78,875;-835.584
79;-835.584
79,125;-835.584
79,25;-835.584
79,375;-851.9680000000001
79,5;-868.352
79,625;-851.9680000000001
79,75;-868.352
79,875;-835.584
80;-884.7360000000001
80,125;-868.352
80,25;-868.352
80,375;-819.2
80,5;-835.584
80,625;-835.584
80,75;-835.584
80,875;-851.9680000000001
81;-819.2
81,125;-835.584
81,25;-835.584
81,375;-835.584
81,5;-868.352
81,625;-835.584
81,75;-835.584
81,875;-819.2
82;-819.2
82,125;-819.2
82,25;-868.352
82,375;-835.584
82,5;-851.9680000000001
82,625;-835.584
82,75;-851.9680000000001
82,875;-819.2
83;-851.9680000000001
83,125;-868.352
83,25;-851.9680000000001
83,375;-835.584
83,5;-835.584
83,625;-802.816
83,75;-819.2
83,875;-802.816
84;-819.2
84,125;-835.584
84,25;-802.816
84,375;-802.816
84,5;-851.9680000000001
84,625;-983.04
84,75;-1048.576
84,875;-950.2719999999999
85;-802.816
85,125;-737.28
85,25;-753.664
85,375;-786.432
85,5;-786.432
85,625;-802.816
85,75;-770.048
85,875;-786.432
86;-802.816
86,125;-786.432
86,25;-802.816
86,375;-835.584
86,5;-802.816
86,625;-835.584
86,75;-786.432
86,875;-786.432
87;-802.816
87,125;-786.432
87,25;-802.816
87,375;-786.432
87,5;-802.816
87,625;-819.2
87,75;-786.432
87,875;-802.816
88;-786.432
88,125;-802.816
88,25;-819.2
88,375;-786.432
88,5;-802.816
88,625;-819.2
88,75;-819.2
88,875;-851.9680000000001
89;-868.352
89,125;-868.352
89,25;-868.352
89,375;-851.9680000000001
89,5;-819.2
89,625;-835.584
89,75;-835.584
89,875;-851.9680000000001
90;-851.9680000000001
90,125;-835.584
90,25;-819.2
90,375;-802.816
90,5;-819.2
90,625;-802.816
90,75;-819.2
90,875;-802.816
91;-802.816
91,125;-851.9680000000001
91,25;-835.584
91,375;-835.584
91,5;-819.2
91,625;-851.9680000000001
91,75;-868.352
91,875;-851.9680000000001
92;-835.584
92,125;-835.584
92,25;-819.2
92,375;-851.9680000000001
92,5;-851.9680000000001
92,625;-868.352
92,75;-835.584
92,875;-819.2
93;-802.816
93,125;-819.2
93,25;-835.584
93,375;-868.352
93,5;-835.584
93,625;-819.2
93,75;-802.816
93,875;-786.432
94;-802.816
94,125;-933.888
94,25;-1015.808
94,375;-1015.808
94,5;-868.352
94,625;-770.048
94,75;-720.8960000000001
94,875;-753.664
95;-802.816
95,125;-819.2
95,25;-835.584
95,375;-835.584
95,5;-786.432
95,625;-802.816
95,75;-786.432
95,875;-835.584
96;-819.2
96,125;-802.816
96,25;-851.9680000000001
96,375;-802.816
96,5;-835.584
96,625;-802.816
96,75;-819.2
96,875;-802.816
97;-819.2
97,125;-819.2
97,25;-802.816
97,375;-802.816
97,5;-835.584
97,625;-851.9680000000001
97,75;-835.584
97,875;-835.584
98;-802.816
98,125;-851.9680000000001
98,25;-868.352
98,375;-901.12
98,5;-868.352
98,625;-868.352
98,75;-835.584
98,875;-851.9680000000001
99;-851.9680000000001
99,125;-851.9680000000001
99,25;-868.352
99,375;-851.9680000000001
99,5;-851.9680000000001
99,625;-851.9680000000001
99,75;-851.9680000000001
99,875;-835.584
100;-835.584
100,125;-835.584
100,25;-835.584
100,375;-835.584
100,5;-868.352
100,625;-851.9680000000001
100,75;-851.9680000000001
100,875;-835.584
101;-835.584
101,125;-835.584
101,25;-851.9680000000001
101,375;-851.9680000000001
101,5;-868.352
101,625;-851.9680000000001
101,75;-868.352
101,875;-851.9680000000001
102;-835.584
102,125;-835.584
102,25;-868.352
102,375;-851.9680000000001
102,5;-851.9680000000001
102,625;-819.2
102,75;-868.352
102,875;-868.352
103;-868.352
103,125;-835.584
103,25;-835.584
103,375;-868.352
103,5;-884.7360000000001
103,625;-835.584
103,75;-835.584
103,875;-786.432
104;-819.2
104,125;-819.2
104,25;-786.432
104,375;-786.432
104,5;-901.12
104,625;-1032.192
104,75;-1064.96
104,875;-966.6560000000001
105;-786.432
105,125;-753.664
105,25;-802.816
105,375;-819.2
105,5;-802.816
105,625;-835.584
105,75;-819.2
105,875;-835.584
106;-819.2
106,125;-819.2
106,25;-835.584
106,375;-835.584
106,5;-851.9680000000001
106,625;-835.584
106,75;-851.9680000000001
106,875;-835.584
107;-835.584
107,125;-835.584
107,25;-851.9680000000001
107,375;-819.2
107,5;-802.816
107,625;-819.2
107,75;-851.9680000000001
107,875;-851.9680000000001
108;-835.584
108,125;-802.816
108,25;-802.816
108,375;-819.2
108,5;-851.9680000000001
108,625;-851.9680000000001
108,75;-868.352
108,875;-868.352
109;-851.9680000000001
109,125;-835.584
109,25;-851.9680000000001
109,375;-851.9680000000001
109,5;-884.7360000000001
109,625;-851.9680000000001
109,75;-851.9680000000001
109,875;-851.9680000000001
110;-819.2
110,125;-851.9680000000001
110,25;-835.584
110,375;-868.352
110,5;-835.584
110,625;-868.352
110,75;-851.9680000000001
110,875;-851.9680000000001
111;-819.2
111,125;-819.2
111,25;-802.816
111,375;-835.584
111,5;-819.2
111,625;-819.2
111,75;-819.2
111,875;-835.584
112;-835.584
112,125;-835.584
112,25;-835.584
112,375;-851.9680000000001
112,5;-851.9680000000001
112,625;-835.584
112,75;-835.584
112,875;-835.584
113;-835.584
113,125;-835.584
113,25;-851.9680000000001
113,375;-819.2
113,5;-835.584
113,625;-851.9680000000001
113,75;-868.352
113,875;-835.584
114;-835.584
114,125;-851.9680000000001
114,25;-868.352
114,375;-835.584
114,5;-819.2
114,625;-770.048
114,75;-835.584
114,875;-851.9680000000001
115;-868.352
115,125;-835.584
115,25;-819.2
115,375;-835.584
115,5;-851.9680000000001
115,625;-835.584
115,75;-884.7360000000001
115,875;-819.2
116;-835.584
116,125;-819.2
116,25;-835.584
116,375;-819.2
116,5;-835.584
116,625;-835.584
116,75;-835.584
116,875;-851.9680000000001
117;-868.352
117,125;-851.9680000000001
117,25;-851.9680000000001
117,375;-851.9680000000001
117,5;-835.584
117,625;-851.9680000000001
117,75;-868.352
117,875;-868.352
118;-851.9680000000001
118,125;-819.2
118,25;-868.352
118,375;-1032.192
118,5;-1114.112
118,625;-1097.728
118,75;-917.5039999999999
118,875;-802.816
119;-786.432
119,125;-819.2
119,25;-835.584
119,375;-851.9680000000001
119,5;-819.2
119,625;-819.2
119,75;-851.9680000000001
119,875;-868.352
120;-901.12
120,125;-884.7360000000001
120,25;-851.9680000000001
120,375;-868.352
120,5;-868.352
120,625;-868.352
120,75;-851.9680000000001
120,875;-835.584
121;-819.2
121,125;-851.9680000000001
121,25;-835.584
121,375;-835.584
121,5;-835.584
121,625;-819.2
121,75;-802.816
121,875;-802.816
122;-802.816
122,125;-851.9680000000001
122,25;-851.9680000000001
122,375;-851.9680000000001
122,5;-835.584
122,625;-835.584
122,75;-851.9680000000001
122,875;-868.352
123;-851.9680000000001
123,125;-868.352
123,25;-851.9680000000001
123,375;-851.9680000000001
123,5;-851.9680000000001
123,625;-868.352
123,75;-851.9680000000001
123,875;-868.352
124;-868.352
124,125;-884.7360000000001
124,25;-901.12
124,375;-884.7360000000001
124,5;-884.7360000000001
124,625;-851.9680000000001
124,75;-851.9680000000001
124,875;-851.9680000000001
125;-851.9680000000001
125,125;-868.352
125,25;-868.352
125,375;-868.352
125,5;-868.352
125,625;-851.9680000000001
125,75;-868.352
125,875;-851.9680000000001
126;-835.584
126,125;-868.352
126,25;-884.7360000000001
126,375;-868.352
126,5;-851.9680000000001
126,625;-819.2
126,75;-835.584
126,875;-835.584
127;-851.9680000000001
127,125;-851.9680000000001
127,25;-835.584
127,375;-819.2
127,5;-835.584
127,625;-819.2
127,75;-851.9680000000001
127,875;-851.9680000000001
128;-851.9680000000001
128,125;-819.2
128,25;-819.2
128,375;-819.2
128,5;-868.352
128,625;-868.352
128,75;-851.9680000000001
128,875;-835.584
129;-835.584
129,125;-851.9680000000001
129,25;-851.9680000000001
129,375;-835.584
129,5;-835.584
129,625;-819.2
129,75;-835.584
129,875;-851.9680000000001
130;-819.2
130,125;-835.584
130,25;-851.9680000000001
130,375;-835.584
130,5;-835.584
130,625;-802.816
130,75;-835.584
130,875;-819.2
131;-851.9680000000001
131,125;-835.584
131,25;-819.2
131,375;-868.352
131,5;-868.352
131,625;-851.9680000000001
131,75;-851.9680000000001
131,875;-819.2
132;-851.9680000000001
132,125;-819.2
132,25;-835.584
132,375;-851.9680000000001
132,5;-851.9680000000001
132,625;-819.2
132,75;-786.432
132,875;-770.048
133;-835.584
133,125;-983.04
133,25;-1064.96
133,375;-1015.808
133,5;-835.584
133,625;-753.664
133,75;-720.8960000000001
133,875;-770.048
134;-786.432
134,125;-786.432
134,25;-786.432
134,375;-802.816
134,5;-802.816
134,625;-819.2
134,75;-786.432
134,875;-786.432
135;-786.432
135,125;-786.432
135,25;-819.2
135,375;-819.2
135,5;-819.2
135,625;-819.2
135,75;-786.432
135,875;-819.2
136;-770.048
136,125;-786.432
136,25;-770.048
136,375;-753.664
136,5;-802.816
136,625;-802.816
136,75;-770.048
136,875;-802.816
137;-770.048
137,125;-802.816
137,25;-819.2
137,375;-835.584
137,5;-851.9680000000001
137,625;-835.584
137,75;-835.584
137,875;-835.584
138;-835.584
138,125;-851.9680000000001
138,25;-835.584
138,375;-851.9680000000001
138,5;-835.584
138,625;-786.432
138,75;-802.816
138,875;-802.816
139;-802.816
139,125;-819.2
139,25;-802.816
139,375;-819.2
139,5;-819.2
139,625;-819.2
139,75;-802.816
139,875;-786.432
140;-786.432
140,125;-835.584
140,25;-835.584
140,375;-835.584
140,5;-786.432
140,625;-819.2
140,75;-819.2
140,875;-786.432
141;-802.816
141,125;-802.816
141,25;-819.2
141,375;-835.584
141,5;-802.816
141,625;-802.816
141,75;-786.432
141,875;-802.816
142;-819.2
142,125;-786.432
142,25;-802.816
142,375;-802.816
142,5;-802.816
142,625;-835.584
142,75;-802.816
142,875;-835.584
143;-802.816
143,125;-786.432
143,25;-802.816
143,375;-819.2
143,5;-835.584
143,625;-851.9680000000001
143,75;-786.432
143,875;-819.2
144;-786.432
144,125;-770.048
144,25;-786.432
144,375;-770.048
144,5;-786.432
144,625;-802.816
144,75;-786.432
144,875;-835.584
145;-802.816
145,125;-786.432
145,25;-770.048
145,375;-753.664
145,5;-819.2
145,625;-786.432
145,75;-819.2
145,875;-786.432
146;-770.048
146,125;-802.816
146,25;-786.432
146,375;-786.432
146,5;-802.816
146,625;-753.664
146,75;-786.432
146,875;-786.432
147;-786.432
147,125;-770.048
147,25;-720.8960000000001
147,375;-770.048
147,5;-917.5039999999999
147,625;-1032.192
147,75;-999.424
147,875;-802.816
148;-704.512
148,125;-688.128
148,25;-737.28
148,375;-737.28
148,5;-704.512
148,625;-753.664
148,75;-786.432
148,875;-753.664
149;-786.432
149,125;-737.28
149,25;-753.664
149,375;-770.048
149,5;-720.8960000000001
149,625;-770.048
149,75;-753.664
149,875;-753.664
150;-802.816
150,125;-753.664
150,25;-753.664
150,375;-753.664
150,5;-770.048
150,625;-802.816
150,75;-753.664
150,875;-720.8960000000001
151;-737.28
151,125;-720.8960000000001
151,25;-753.664
151,375;-737.28
151,5;-753.664
151,625;-770.048
151,75;-737.28
151,875;-720.8960000000001
152;-753.664
152,125;-753.664
152,25;-819.2
152,375;-770.048
152,5;-770.048
152,625;-753.664
152,75;-753.664
152,875;-786.432
153;-753.664
153,125;-770.048
153,25;-770.048
153,375;-753.664
153,5;-786.432
153,625;-737.28
153,75;-737.28
153,875;-753.664
154;-753.664
154,125;-819.2
154,25;-786.432
154,375;-770.048
154,5;-786.432
154,625;-770.048
154,75;-770.048
154,875;-786.432
155;-770.048
155,125;-819.2
155,25;-753.664
155,375;-753.664
155,5;-737.28
155,625;-753.664
155,75;-802.816
155,875;-753.664
156;-737.28
156,125;-737.28
156,25;-770.048
156,375;-835.584
156,5;-753.664
156,625;-753.664
156,75;-737.28
156,875;-737.28
157;-770.048
157,125;-753.664
157,25;-737.28
157,375;-786.432
157,5;-753.664
157,625;-786.432
157,75;-737.28
157,875;-753.664
158;-786.432
158,125;-720.8960000000001
158,25;-753.664
158,375;-753.664
158,5;-753.664
158,625;-802.816
158,75;-737.28
158,875;-753.664
159;-770.048
159,125;-737.28
159,25;-770.048
159,375;-753.664
159,5;-770.048
159,625;-802.816
159,75;-753.664
159,875;-770.048
160;-720.8960000000001
160,125;-737.28
160,25;-753.664
160,375;-737.28
160,5;-737.28
160,625;-753.664
160,75;-737.28
160,875;-737.28
161;-688.128
161,125;-819.2
161,25;-983.04
161,375;-1015.808
161,5;-868.352
161,625;-704.512
161,75;-638.976
161,875;-704.512
162;-737.28
162,125;-786.432
162,25;-737.28
162,375;-737.28
162,5;-737.28
162,625;-737.28
162,75;-753.664
162,875;-737.28
163;-737.28
163,125;-737.28
163,25;-737.28
163,375;-753.664
163,5;-770.048
163,625;-737.28
163,75;-770.048
163,875;-737.28
164;-737.28
164,125;-737.28
164,25;-720.8960000000001
164,375;-753.664
164,5;-720.8960000000001
164,625;-737.28
164,75;-753.664
164,875;-688.128
165;-720.8960000000001
165,125;-704.512
165,25;-737.28
165,375;-770.048
165,5;-737.28
165,625;-753.664
165,75;-753.664
165,875;-737.28
166;-770.048
166,125;-704.512
166,25;-753.664
166,375;-737.28
166,5;-737.28
166,625;-786.432
166,75;-737.28
166,875;-720.8960000000001
167;-737.28
167,125;-720.8960000000001
167,25;-802.816
167,375;-770.048
167,5;-753.664
167,625;-737.28
167,75;-688.128
167,875;-753.664
168;-737.28
168,125;-753.664
168,25;-753.664
168,375;-720.8960000000001
168,5;-753.664
168,625;-720.8960000000001
168,75;-770.048
168,875;-786.432
169;-737.28
169,125;-753.664
169,25;-786.432
169,375;-770.048
169,5;-802.816
169,625;-737.28
169,75;-720.8960000000001
169,875;-720.8960000000001
170;-720.8960000000001
170,125;-786.432
170,25;-770.048
170,375;-802.816
170,5;-753.664
170,625;-704.512
170,75;-720.8960000000001
170,875;-720.8960000000001
171;-737.28
171,125;-737.28
171,25;-720.8960000000001
171,375;-737.28
171,5;-720.8960000000001
171,625;-704.512
171,75;-753.664
171,875;-720.8960000000001
172;-753.664
172,125;-753.664
172,25;-753.664
172,375;-786.432
172,5;-770.048
172,625;-753.664
172,75;-720.8960000000001
172,875;-688.128
173;-704.512
173,125;-737.28
173,25;-753.664
173,375;-786.432
173,5;-704.512
173,625;-688.128
173,75;-655.36
173,875;-753.664
174;-933.888
174,125;-1032.192
174,25;-917.5039999999999
174,375;-770.048
174,5;-622.592
174,625;-655.36
174,75;-704.512
174,875;-720.8960000000001
175;-720.8960000000001
175,125;-737.28
175,25;-737.28
175,375;-737.28
175,5;-720.8960000000001
175,625;-737.28
175,75;-720.8960000000001
175,875;-737.28
176;-704.512
176,125;-720.8960000000001
176,25;-737.28
176,375;-737.28
176,5;-753.664
176,625;-737.28
176,75;-720.8960000000001
176,875;-737.28
177;-688.128
177,125;-688.128
177,25;-688.128
177,375;-671.7439999999999
177,5;-720.8960000000001
177,625;-720.8960000000001
177,75;-737.28
177,875;-753.664
178;-720.8960000000001
178,125;-770.048
178,25;-770.048
178,375;-770.048
178,5;-786.432
178,625;-786.432
178,75;-802.816
178,875;-786.432
179;-770.048
179,125;-786.432
179,25;-737.28
179,375;-770.048
179,5;-753.664
179,625;-753.664
179,75;-770.048
179,875;-753.664
180;-786.432
180,125;-770.048
180,25;-737.28
180,375;-753.664
180,5;-737.28
180,625;-770.048
180,75;-786.432
180,875;-770.048
181;-786.432
181,125;-753.664
181,25;-753.664
181,375;-770.048
181,5;-770.048
181,625;-786.432
181,75;-770.048
181,875;-737.28
182;-753.664
182,125;-720.8960000000001
182,25;-737.28
182,375;-737.28
182,5;-737.28
182,625;-753.664
182,75;-753.664
182,875;-737.28
183;-737.28
183,125;-737.28
183,25;-753.664
183,375;-753.664
183,5;-753.664
183,625;-737.28
183,75;-720.8960000000001
183,875;-753.664
184;-753.664
184,125;-786.432
184,25;-786.432
184,375;-737.28
184,5;-770.048
184,625;-753.664
184,75;-737.28
184,875;-753.664
185;-753.664
185,125;-737.28
185,25;-753.664
185,375;-720.8960000000001
185,5;-704.512
185,625;-671.7439999999999
185,75;-835.584
185,875;-999.424
