timestamp;ECG
186;-1064.96
186,125;-901.12
186,25;-704.512
186,375;-622.592
186,5;-704.512
186,625;-704.512
186,75;-720.8960000000001
186,875;-737.28
187;-753.664
187,125;-770.048
187,25;-770.048
187,375;-753.664
187,5;-753.664
187,625;-737.28
187,75;-737.28
187,875;-737.28
188;-720.8960000000001
188,125;-737.28
188,25;-753.664
188,375;-737.28
188,5;-720.8960000000001
188,625;-720.8960000000001
188,75;-720.8960000000001
188,875;-753.664
189;-737.28
189,125;-720.8960000000001
189,25;-753.664
189,375;-737.28
189,5;-753.664
189,625;-737.28
189,75;-720.8960000000001
189,875;-720.8960000000001
190;-770.048
190,125;-753.664
190,25;-802.816
190,375;-819.2
190,5;-819.2
190,625;-770.048
190,75;-737.28
190,875;-737.28
191;-770.048
191,125;-786.432
191,25;-802.816
191,375;-770.048
191,5;-753.664
191,625;-720.8960000000001
191,75;-737.28
191,875;-770.048
192;-753.664
192,125;-753.664
192,25;-770.048
192,375;-753.664
192,5;-753.664
192,625;-753.664
192,75;-737.28
192,875;-737.28
193;-770.048
193,125;-770.048
193,25;-786.432
193,375;-786.432
193,5;-770.048
193,625;-753.664
193,75;-753.664
193,875;-786.432
194;-770.048
194,125;-770.048
194,25;-770.048
194,375;-753.664
194,5;-770.048
194,625;-737.28
194,75;-720.8960000000001
194,875;-720.8960000000001
195;-737.28
195,125;-753.664
195,25;-786.432
195,375;-819.2
195,5;-802.816
195,625;-770.048
195,75;-786.432
195,875;-737.28
196;-753.664
196,125;-753.664
196,25;-753.664
196,375;-737.28
196,5;-835.584
196,625;-999.424
196,75;-1064.96
196,875;-933.888
197;-720.8960000000001
197,125;-622.592
197,25;-688.128
197,375;-720.8960000000001
197,5;-737.28
197,625;-720.8960000000001
197,75;-753.664
197,875;-737.28
198;-753.664
198,125;-737.28
198,25;-753.664
198,375;-720.8960000000001
198,5;-737.28
198,625;-720.8960000000001
198,75;-737.28
198,875;-753.664
199;-737.28
199,125;-737.28
199,25;-737.28
199,375;-737.28
199,5;-720.8960000000001
199,625;-737.28
199,75;-704.512
199,875;-720.8960000000001
200;-704.512
200,125;-704.512
200,25;-737.28
200,375;-770.048
200,5;-802.816
200,625;-802.816
200,75;-753.664
200,875;-720.8960000000001
201;-720.8960000000001
201,125;-753.664
201,25;-770.048
201,375;-786.432
201,5;-786.432
201,625;-753.664
201,75;-737.28
201,875;-737.28
202;-770.048
202,125;-770.048
202,25;-753.664
202,375;-737.28
202,5;-737.28
202,625;-737.28
202,75;-737.28
202,875;-753.664
203;-737.28
203,125;-770.048
203,25;-770.048
203,375;-753.664
203,5;-770.048
203,625;-753.664
203,75;-720.8960000000001
203,875;-737.28
204;-737.28
204,125;-737.28
204,25;-770.048
204,375;-786.432
204,5;-737.28
204,625;-737.28
204,75;-753.664
204,875;-770.048
205;-770.048
205,125;-770.048
205,25;-753.664
205,375;-753.664
205,5;-753.664
205,625;-753.664
205,75;-737.28
205,875;-786.432
206;-786.432
206,125;-770.048
206,25;-753.664
206,375;-671.7439999999999
206,5;-688.128
206,625;-884.7360000000001
206,75;-1032.192
206,875;-1081.344
207;-884.7360000000001
207,125;-688.128
207,25;-606.2080000000001
207,375;-671.7439999999999
207,5;-688.128
207,625;-704.512
207,75;-704.512
207,875;-704.512
208;-737.28
208,125;-720.8960000000001
208,25;-737.28
208,375;-720.8960000000001
208,5;-737.28
208,625;-720.8960000000001
208,75;-737.28
208,875;-737.28
209;-753.664
209,125;-753.664
209,25;-720.8960000000001
209,375;-720.8960000000001
209,5;-704.512
209,625;-704.512
209,75;-688.128
209,875;-704.512
210;-688.128
210,125;-704.512
210,25;-720.8960000000001
210,375;-737.28
210,5;-737.28
210,625;-737.28
210,75;-753.664
210,875;-770.048
211;-802.816
211,125;-819.2
211,25;-802.816
211,375;-802.816
211,5;-802.816
211,625;-786.432
211,75;-786.432
211,875;-753.664
212;-737.28
212,125;-737.28
212,25;-802.816
212,375;-802.816
212,5;-802.816
212,625;-786.432
212,75;-802.816
212,875;-770.048
213;-802.816
213,125;-786.432
213,25;-786.432
213,375;-770.048
213,5;-802.816
213,625;-786.432
213,75;-786.432
213,875;-786.432
214;-786.432
214,125;-786.432
214,25;-770.048
214,375;-770.048
214,5;-753.664
214,625;-753.664
214,75;-786.432
214,875;-786.432
215;-802.816
215,125;-786.432
215,25;-786.432
215,375;-786.432
215,5;-802.816
215,625;-802.816
215,75;-786.432
215,875;-786.432
216;-753.664
216,125;-720.8960000000001
216,25;-851.9680000000001
216,375;-1015.808
216,5;-1097.728
216,625;-950.2719999999999
216,75;-737.28
216,875;-638.976
217;-720.8960000000001
217,125;-753.664
217,25;-753.664
217,375;-770.048
217,5;-770.048
217,625;-770.048
217,75;-753.664
217,875;-786.432
218;-802.816
218,125;-786.432
218,25;-802.816
218,375;-802.816
218,5;-802.816
218,625;-770.048
218,75;-753.664
218,875;-753.664
219;-786.432
219,125;-786.432
219,25;-802.816
219,375;-753.664
219,5;-737.28
219,625;-753.664
219,75;-753.664
219,875;-753.664
220;-786.432
220,125;-786.432
220,25;-819.2
220,375;-819.2
220,5;-802.816
220,625;-819.2
220,75;-819.2
220,875;-819.2
221;-851.9680000000001
221,125;-835.584
221,25;-835.584
221,375;-819.2
221,5;-786.432
221,625;-835.584
221,75;-819.2
221,875;-835.584
222;-819.2
222,125;-802.816
222,25;-835.584
222,375;-802.816
222,5;-786.432
222,625;-802.816
222,75;-802.816
222,875;-851.9680000000001
223;-835.584
223,125;-851.9680000000001
223,25;-868.352
223,375;-819.2
223,5;-851.9680000000001
223,625;-868.352
223,75;-851.9680000000001
223,875;-868.352
224;-835.584
224,125;-835.584
224,25;-868.352
224,375;-851.9680000000001
224,5;-868.352
224,625;-868.352
224,75;-835.584
224,875;-851.9680000000001
225;-835.584
225,125;-851.9680000000001
225,25;-851.9680000000001
225,375;-819.2
225,5;-802.816
225,625;-917.5039999999999
225,75;-1064.96
225,875;-1146.88
226;-1015.808
226,125;-819.2
226,25;-753.664
226,375;-786.432
226,5;-819.2
226,625;-819.2
226,75;-819.2
226,875;-770.048
227;-802.816
227,125;-835.584
227,25;-868.352
227,375;-884.7360000000001
227,5;-835.584
227,625;-786.432
227,75;-835.584
227,875;-819.2
228;-835.584
228,125;-835.584
228,25;-819.2
228,375;-819.2
228,5;-802.816
228,625;-802.816
228,75;-835.584
228,875;-819.2
229;-835.584
229,125;-819.2
229,25;-802.816
229,375;-819.2
229,5;-786.432
229,625;-851.9680000000001
229,75;-835.584
229,875;-835.584
230;-868.352
230,125;-835.584
230,25;-868.352
230,375;-868.352
230,5;-819.2
230,625;-851.9680000000001
230,75;-835.584
230,875;-851.9680000000001
231;-868.352
231,125;-851.9680000000001
231,25;-868.352
231,375;-835.584
231,5;-851.9680000000001
231,625;-851.9680000000001
231,75;-802.816
231,875;-835.584
232;-851.9680000000001
232,125;-851.9680000000001
232,25;-851.9680000000001
232,375;-802.816
232,5;-835.584
232,625;-851.9680000000001
232,75;-851.9680000000001
232,875;-851.9680000000001
233;-835.584
233,125;-851.9680000000001
233,25;-868.352
233,375;-851.9680000000001
233,5;-868.352
233,625;-851.9680000000001
233,75;-868.352
233,875;-884.7360000000001
234;-819.2
234,125;-835.584
234,25;-802.816
234,375;-770.048
234,5;-819.2
234,625;-786.432
234,75;-851.9680000000001
234,875;-1015.808
235;-1130.496
235,125;-1097.728
235,25;-884.7360000000001
235,375;-737.28
235,5;-753.664
235,625;-770.048
235,75;-802.816
235,875;-770.048
236;-819.2
236,125;-819.2
236,25;-770.048
236,375;-835.584
236,5;-819.2
236,625;-835.584
236,75;-819.2
236,875;-802.816
237;-835.584
237,125;-835.584
237,25;-819.2
237,375;-819.2
237,5;-819.2
237,625;-851.9680000000001
237,75;-835.584
237,875;-802.816
238;-819.2
238,125;-802.816
238,25;-802.816
238,375;-786.432
238,5;-770.048
238,625;-802.816
238,75;-802.816
238,875;-835.584
239;-819.2
239,125;-835.584
239,25;-851.9680000000001
239,375;-835.584
239,5;-835.584
239,625;-851.9680000000001
239,75;-819.2
239,875;-835.584
240;-851.9680000000001
240,125;-868.352
240,25;-884.7360000000001
240,375;-835.584
240,5;-835.584
240,625;-851.9680000000001
240,75;-819.2
240,875;-835.584
241;-802.816
241,125;-851.9680000000001
241,25;-835.584
241,375;-851.9680000000001
241,5;-868.352
241,625;-851.9680000000001
241,75;-851.9680000000001
241,875;-851.9680000000001
242;-802.816
242,125;-835.584
242,25;-819.2
242,375;-851.9680000000001
242,5;-851.9680000000001
242,625;-835.584
242,75;-868.352
242,875;-868.352
243;-835.584
243,125;-851.9680000000001
243,25;-835.584
243,375;-835.584
243,5;-851.9680000000001
243,625;-851.9680000000001
243,75;-884.7360000000001
243,875;-851.9680000000001
244;-835.584
244,125;-786.432
244,25;-851.9680000000001
244,375;-1032.192
244,5;-1146.88
244,625;-1048.576
244,75;-851.9680000000001
244,875;-704.512
245;-737.28
245,125;-770.048
245,25;-819.2
245,375;-819.2
245,5;-802.816
245,625;-835.584
245,75;-819.2
245,875;-786.432
246;-802.816
246,125;-786.432
246,25;-835.584
246,375;-819.2
246,5;-802.816
246,625;-819.2
246,75;-802.816
246,875;-819.2
247;-819.2
247,125;-802.816
247,25;-835.584
247,375;-786.432
247,5;-786.432
247,625;-802.816
247,75;-786.432
247,875;-819.2
248;-786.432
248,125;-770.048
248,25;-819.2
248,375;-835.584
248,5;-868.352
248,625;-868.352
248,75;-835.584
248,875;-835.584
249;-819.2
249,125;-851.9680000000001
249,25;-835.584
249,375;-819.2
249,5;-835.584
249,625;-802.816
249,75;-835.584
249,875;-835.584
250;-802.816
250,125;-851.9680000000001
250,25;-851.9680000000001
250,375;-884.7360000000001
250,5;-884.7360000000001
250,625;-802.816
250,75;-835.584
250,875;-819.2
251;-851.9680000000001
251,125;-868.352
251,25;-802.816
251,375;-835.584
251,5;-851.9680000000001
251,625;-835.584
251,75;-884.7360000000001
251,875;-835.584
252;-851.9680000000001
252,125;-884.7360000000001
252,25;-851.9680000000001
252,375;-917.5039999999999
252,5;-835.584
252,625;-868.352
252,75;-851.9680000000001
252,875;-868.352
253;-901.12
253,125;-851.9680000000001
253,25;-868.352
253,375;-868.352
253,5;-819.2
253,625;-851.9680000000001
253,75;-835.584
253,875;-851.9680000000001
254;-884.7360000000001
254,125;-851.9680000000001
254,25;-802.816
254,375;-819.2
254,5;-917.5039999999999
254,625;-1114.112
254,75;-1163.264
254,875;-1015.808
255;-851.9680000000001
255,125;-737.28
255,25;-786.432
255,375;-770.048
255,5;-786.432
255,625;-819.2
255,75;-802.816
255,875;-835.584
256;-819.2
256,125;-835.584
256,25;-868.352
256,375;-868.352
256,5;-884.7360000000001
256,625;-884.7360000000001
256,75;-835.584
256,875;-835.584
257;-802.816
257,125;-802.816
257,25;-819.2
257,375;-819.2
257,5;-835.584
257,625;-819.2
257,75;-819.2
257,875;-802.816
258;-802.816
258,125;-835.584
258,25;-802.816
258,375;-868.352
258,5;-868.352
258,625;-835.584
258,75;-868.352
258,875;-851.9680000000001
259;-851.9680000000001
259,125;-884.7360000000001
259,25;-835.584
259,375;-884.7360000000001
259,5;-884.7360000000001
259,625;-868.352
259,75;-933.888
259,875;-884.7360000000001
260;-884.7360000000001
260,125;-868.352
260,25;-868.352
260,375;-917.5039999999999
260,5;-868.352
260,625;-868.352
260,75;-868.352
260,875;-851.9680000000001
261;-933.888
261,125;-933.888
261,25;-966.6560000000001
261,375;-933.888
261,5;-868.352
261,625;-851.9680000000001
261,75;-819.2
261,875;-835.584
262;-884.7360000000001
262,125;-868.352
262,25;-901.12
262,375;-851.9680000000001
262,5;-819.2
262,625;-901.12
262,75;-884.7360000000001
262,875;-884.7360000000001
263;-851.9680000000001
263,125;-835.584
263,25;-884.7360000000001
263,375;-884.7360000000001
263,5;-868.352
263,625;-884.7360000000001
263,75;-819.2
263,875;-884.7360000000001
264;-868.352
264,125;-868.352
264,25;-884.7360000000001
264,375;-835.584
264,5;-851.9680000000001
264,625;-868.352
264,75;-868.352
264,875;-917.5039999999999
265;-901.12
265,125;-835.584
265,25;-835.584
265,375;-802.816
265,5;-1064.96
265,625;-1179.6480000000001
265,75;-1130.496
265,875;-950.2719999999999
266;-737.28
266,125;-704.512
266,25;-770.048
266,375;-802.816
266,5;-835.584
266,625;-835.584
266,75;-835.584
266,875;-851.9680000000001
267;-835.584
267,125;-868.352
267,25;-819.2
267,375;-851.9680000000001
267,5;-884.7360000000001
267,625;-851.9680000000001
267,75;-884.7360000000001
267,875;-819.2
268;-835.584
268,125;-884.7360000000001
268,25;-835.584
268,375;-884.7360000000001
268,5;-819.2
268,625;-819.2
268,75;-851.9680000000001
268,875;-819.2
269;-884.7360000000001
269,125;-835.584
269,25;-868.352
269,375;-901.12
269,5;-884.7360000000001
269,625;-917.5039999999999
269,75;-917.5039999999999
269,875;-868.352
270;-933.888
270,125;-868.352
270,25;-901.12
270,375;-917.5039999999999
270,5;-901.12
270,625;-917.5039999999999
270,75;-901.12
270,875;-884.7360000000001
271;-950.2719999999999
271,125;-917.5039999999999
271,25;-950.2719999999999
271,375;-868.352
271,5;-884.7360000000001
271,625;-933.888
271,75;-901.12
271,875;-901.12
272;-901.12
272,125;-917.5039999999999
272,25;-999.424
272,375;-966.6560000000001
272,5;-950.2719999999999
272,625;-933.888
272,75;-917.5039999999999
272,875;-966.6560000000001
273;-950.2719999999999
273,125;-999.424
273,25;-999.424
273,375;-999.424
273,5;-1015.808
273,625;-966.6560000000001
273,75;-1015.808
273,875;-999.424
274;-1015.808
274,125;-983.04
274,25;-950.2719999999999
274,375;-983.04
274,5;-983.04
274,625;-983.04
274,75;-983.04
274,875;-966.6560000000001
275;-950.2719999999999
275,125;-983.04
275,25;-950.2719999999999
275,375;-966.6560000000001
275,5;-933.888
275,625;-884.7360000000001
275,75;-917.5039999999999
275,875;-868.352
276;-901.12
276,125;-950.2719999999999
276,25;-868.352
276,375;-884.7360000000001
276,5;-851.9680000000001
276,625;-999.424
276,75;-1245.184
276,875;-1245.184
277;-1097.728
277,125;-868.352
277,25;-786.432
277,375;-851.9680000000001
277,5;-901.12
277,625;-950.2719999999999
277,75;-950.2719999999999
277,875;-950.2719999999999
278;-950.2719999999999
278,125;-933.888
278,25;-933.888
278,375;-950.2719999999999
278,5;-950.2719999999999
278,625;-999.424
278,75;-950.2719999999999
278,875;-966.6560000000001
279;-966.6560000000001
279,125;-966.6560000000001
279,25;-966.6560000000001
279,375;-917.5039999999999
279,5;-933.888
279,625;-917.5039999999999
279,75;-901.12
279,875;-950.2719999999999
280;-917.5039999999999
280,125;-917.5039999999999
280,25;-933.888
280,375;-901.12
280,5;-950.2719999999999
280,625;-917.5039999999999
280,75;-933.888
280,875;-950.2719999999999
281;-933.888
281,125;-950.2719999999999
281,25;-933.888
281,375;-950.2719999999999
281,5;-983.04
281,625;-950.2719999999999
281,75;-917.5039999999999
281,875;-933.888
282;-917.5039999999999
282,125;-950.2719999999999
282,25;-950.2719999999999
282,375;-966.6560000000001
282,5;-966.6560000000001
282,625;-933.888
282,75;-950.2719999999999
282,875;-917.5039999999999
283;-950.2719999999999
283,125;-966.6560000000001
283,25;-933.888
283,375;-966.6560000000001
283,5;-917.5039999999999
283,625;-917.5039999999999
283,75;-933.888
283,875;-917.5039999999999
284;-917.5039999999999
284,125;-933.888
284,25;-917.5039999999999
284,375;-966.6560000000001
284,5;-917.5039999999999
284,625;-901.12
284,75;-933.888
284,875;-933.888
285;-917.5039999999999
285,125;-901.12
285,25;-933.888
285,375;-966.6560000000001
285,5;-917.5039999999999
285,625;-917.5039999999999
285,75;-884.7360000000001
285,875;-901.12
286;-966.6560000000001
286,125;-917.5039999999999
286,25;-917.5039999999999
286,375;-917.5039999999999
286,5;-884.7360000000001
286,625;-933.888
286,75;-884.7360000000001
286,875;-901.12
287;-868.352
287,125;-868.352
287,25;-917.5039999999999
287,375;-901.12
287,5;-835.584
287,625;-884.7360000000001
287,75;-999.424
287,875;-1179.6480000000001
288;-1130.496
288,125;-950.2719999999999
288,25;-819.2
288,375;-753.664
288,5;-835.584
288,625;-802.816
288,75;-802.816
288,875;-884.7360000000001
289;-835.584
289,125;-851.9680000000001
289,25;-851.9680000000001
289,375;-868.352
289,5;-917.5039999999999
289,625;-868.352
289,75;-851.9680000000001
289,875;-868.352
290;-851.9680000000001
290,125;-868.352
290,25;-819.2
290,375;-819.2
290,5;-851.9680000000001
290,625;-802.816
290,75;-835.584
290,875;-786.432
291;-802.816
291,125;-851.9680000000001
291,25;-835.584
291,375;-851.9680000000001
291,5;-802.816
291,625;-770.048
291,75;-835.584
291,875;-802.816
292;-835.584
292,125;-868.352
292,25;-884.7360000000001
292,375;-933.888
292,5;-851.9680000000001
292,625;-802.816
292,75;-835.584
292,875;-835.584
293;-917.5039999999999
293,125;-851.9680000000001
293,25;-851.9680000000001
293,375;-868.352
293,5;-835.584
293,625;-851.9680000000001
293,75;-835.584
293,875;-802.816
294;-884.7360000000001
294,125;-835.584
294,25;-851.9680000000001
294,375;-835.584
294,5;-835.584
294,625;-917.5039999999999
294,75;-851.9680000000001
294,875;-851.9680000000001
295;-868.352
295,125;-851.9680000000001
295,25;-884.7360000000001
295,375;-819.2
295,5;-835.584
295,625;-851.9680000000001
295,75;-835.584
295,875;-868.352
296;-802.816
296,125;-819.2
296,25;-868.352
296,375;-802.816
296,5;-851.9680000000001
296,625;-819.2
296,75;-802.816
296,875;-868.352
297;-819.2
297,125;-851.9680000000001
297,25;-851.9680000000001
297,375;-851.9680000000001
297,5;-901.12
297,625;-819.2
297,75;-868.352
297,875;-901.12
298;-835.584
298,125;-868.352
298,25;-786.432
298,375;-770.048
298,5;-917.5039999999999
298,625;-1114.112
298,75;-1212.4160000000002
298,875;-1064.96
299;-851.9680000000001
299,125;-737.28
299,25;-737.28
299,375;-786.432
299,5;-737.28
299,625;-770.048
299,75;-786.432
299,875;-786.432
300;-802.816
300,125;-819.2
300,25;-786.432
300,375;-802.816
300,5;-786.432
300,625;-770.048
300,75;-786.432
300,875;-802.816
301;-802.816
301,125;-786.432
301,25;-786.432
301,375;-819.2
301,5;-770.048
301,625;-770.048
301,75;-753.664
301,875;-753.664
302;-770.048
302,125;-770.048
302,25;-802.816
302,375;-786.432
302,5;-770.048
302,625;-802.816
302,75;-786.432
302,875;-851.9680000000001
303;-868.352
303,125;-819.2
303,25;-868.352
303,375;-819.2
303,5;-819.2
303,625;-868.352
303,75;-851.9680000000001
303,875;-901.12
304;-884.7360000000001
304,125;-851.9680000000001
304,25;-868.352
304,375;-835.584
304,5;-851.9680000000001
304,625;-802.816
304,75;-819.2
304,875;-884.7360000000001
305;-835.584
305,125;-868.352
305,25;-835.584
305,375;-835.584
305,5;-868.352
305,625;-835.584
305,75;-819.2
305,875;-851.9680000000001
306;-819.2
306,125;-851.9680000000001
306,25;-802.816
306,375;-819.2
306,5;-851.9680000000001
306,625;-851.9680000000001
306,75;-868.352
306,875;-868.352
307;-835.584
307,125;-851.9680000000001
307,25;-819.2
307,375;-835.584
307,5;-851.9680000000001
307,625;-851.9680000000001
307,75;-868.352
307,875;-851.9680000000001
308;-868.352
308,125;-868.352
308,25;-851.9680000000001
308,375;-868.352
308,5;-802.816
308,625;-835.584
308,75;-884.7360000000001
308,875;-868.352
309;-819.2
309,125;-770.048
309,25;-851.9680000000001
309,375;-1081.344
309,5;-1212.4160000000002
309,625;-1146.88
309,75;-950.2719999999999
309,875;-704.512
310;-688.128
310,125;-720.8960000000001
310,25;-753.664
310,375;-786.432
310,5;-770.048
310,625;-786.432
310,75;-802.816
310,875;-786.432
311;-802.816
311,125;-786.432
311,25;-819.2
311,375;-786.432
311,5;-819.2
311,625;-851.9680000000001
311,75;-835.584
311,875;-802.816
312;-770.048
312,125;-786.432
312,25;-835.584
312,375;-802.816
312,5;-835.584
312,625;-802.816
312,75;-786.432
312,875;-819.2
313;-802.816
313,125;-851.9680000000001
313,25;-819.2
313,375;-802.816
313,5;-851.9680000000001
313,625;-819.2
313,75;-851.9680000000001
313,875;-851.9680000000001
314;-851.9680000000001
314,125;-884.7360000000001
314,25;-851.9680000000001
314,375;-868.352
314,5;-884.7360000000001
314,625;-851.9680000000001
314,75;-884.7360000000001
314,875;-819.2
315;-802.816
315,125;-868.352
315,25;-835.584
315,375;-868.352
315,5;-851.9680000000001
315,625;-851.9680000000001
315,75;-901.12
315,875;-835.584
316;-835.584
316,125;-868.352
316,25;-851.9680000000001
316,375;-917.5039999999999
316,5;-851.9680000000001
316,625;-835.584
316,75;-819.2
316,875;-819.2
317;-884.7360000000001
317,125;-835.584
317,25;-868.352
317,375;-901.12
317,5;-868.352
317,625;-868.352
317,75;-851.9680000000001
317,875;-851.9680000000001
318;-917.5039999999999
318,125;-835.584
318,25;-868.352
318,375;-868.352
318,5;-868.352
318,625;-950.2719999999999
318,75;-868.352
318,875;-868.352
319;-835.584
319,125;-835.584
319,25;-917.5039999999999
319,375;-851.9680000000001
319,5;-851.9680000000001
319,625;-868.352
319,75;-851.9680000000001
319,875;-851.9680000000001
320;-802.816
320,125;-950.2719999999999
320,25;-1146.88
320,375;-1179.6480000000001
320,5;-1032.192
320,625;-786.432
320,75;-704.512
320,875;-786.432
321;-786.432
321,125;-835.584
321,25;-819.2
321,375;-786.432
321,5;-835.584
321,625;-786.432
321,75;-819.2
321,875;-835.584
322;-802.816
322,125;-851.9680000000001
322,25;-802.816
322,375;-819.2
322,5;-851.9680000000001
322,625;-851.9680000000001
322,75;-835.584
322,875;-819.2
323;-786.432
323,125;-835.584
323,25;-819.2
323,375;-851.9680000000001
323,5;-819.2
323,625;-819.2
323,75;-851.9680000000001
323,875;-819.2
324;-835.584
324,125;-835.584
324,25;-819.2
324,375;-884.7360000000001
324,5;-835.584
324,625;-868.352
324,75;-901.12
324,875;-835.584
325;-884.7360000000001
325,125;-851.9680000000001
325,25;-835.584
325,375;-851.9680000000001
325,5;-851.9680000000001
325,625;-884.7360000000001
325,75;-868.352
325,875;-835.584
326;-884.7360000000001
326,125;-819.2
326,25;-851.9680000000001
326,375;-851.9680000000001
326,5;-851.9680000000001
326,625;-884.7360000000001
326,75;-835.584
326,875;-819.2
327;-835.584
327,125;-835.584
327,25;-884.7360000000001
327,375;-835.584
327,5;-884.7360000000001
327,625;-901.12
327,75;-851.9680000000001
327,875;-884.7360000000001
328;-835.584
328,125;-884.7360000000001
328,25;-917.5039999999999
328,375;-868.352
328,5;-868.352
328,625;-851.9680000000001
328,75;-802.816
328,875;-851.9680000000001
329;-819.2
329,125;-868.352
329,25;-851.9680000000001
329,375;-851.9680000000001
329,5;-884.7360000000001
329,625;-835.584
329,75;-851.9680000000001
329,875;-851.9680000000001
330;-819.2
330,125;-868.352
330,25;-835.584
330,375;-835.584
330,5;-884.7360000000001
330,625;-802.816
330,75;-802.816
330,875;-802.816
331;-983.04
331,125;-1146.88
331,25;-1130.496
331,375;-966.6560000000001
331,5;-753.664
331,625;-688.128
331,75;-753.664
331,875;-770.048
332;-819.2
332,125;-802.816
332,25;-770.048
332,375;-819.2
332,5;-786.432
332,625;-819.2
332,75;-819.2
332,875;-819.2
333;-851.9680000000001
333,125;-802.816
333,25;-819.2
333,375;-851.9680000000001
333,5;-835.584
333,625;-851.9680000000001
333,75;-802.816
333,875;-802.816
334;-819.2
334,125;-770.048
334,25;-802.816
334,375;-770.048
334,5;-786.432
334,625;-819.2
334,75;-770.048
334,875;-819.2
335;-802.816
335,125;-819.2
335,25;-868.352
335,375;-819.2
335,5;-868.352
335,625;-901.12
335,75;-835.584
335,875;-884.7360000000001
336;-835.584
336,125;-835.584
336,25;-884.7360000000001
336,375;-835.584
336,5;-868.352
336,625;-868.352
336,75;-835.584
336,875;-884.7360000000001
337;-802.816
337,125;-819.2
337,25;-851.9680000000001
337,375;-868.352
337,5;-933.888
337,625;-835.584
337,75;-819.2
337,875;-819.2
338;-819.2
338,125;-901.12
338,25;-868.352
338,375;-851.9680000000001
338,5;-868.352
338,625;-819.2
338,75;-884.7360000000001
338,875;-851.9680000000001
339;-884.7360000000001
339,125;-901.12
339,25;-851.9680000000001
339,375;-868.352
339,5;-819.2
339,625;-819.2
339,75;-917.5039999999999
339,875;-901.12
340;-917.5039999999999
340,125;-901.12
340,25;-868.352
340,375;-917.5039999999999
340,5;-851.9680000000001
340,625;-868.352
340,75;-917.5039999999999
340,875;-835.584
341;-901.12
341,125;-835.584
341,25;-868.352
341,375;-917.5039999999999
341,5;-901.12
341,625;-868.352
341,75;-819.2
341,875;-868.352
342;-1114.112
342,125;-1196.032
342,25;-1064.96
342,375;-851.9680000000001
342,5;-688.128
342,625;-704.512
342,75;-720.8960000000001
342,875;-753.664
343;-770.048
343,125;-786.432
343,25;-819.2
343,375;-802.816
343,5;-802.816
343,625;-835.584
343,75;-819.2
343,875;-851.9680000000001
344;-819.2
344,125;-835.584
344,25;-868.352
344,375;-868.352
344,5;-851.9680000000001
344,625;-835.584
344,75;-786.432
344,875;-835.584
345;-786.432
345,125;-835.584
345,25;-835.584
345,375;-835.584
345,5;-884.7360000000001
345,625;-802.816
345,75;-802.816
345,875;-819.2
346;-819.2
346,125;-884.7360000000001
346,25;-835.584
346,375;-901.12
346,5;-901.12
346,625;-868.352
346,75;-901.12
346,875;-835.584
347;-868.352
347,125;-917.5039999999999
347,25;-851.9680000000001
347,375;-933.888
347,5;-901.12
347,625;-868.352
347,75;-917.5039999999999
347,875;-851.9680000000001
348;-884.7360000000001
348,125;-917.5039999999999
348,25;-901.12
348,375;-950.2719999999999
348,5;-884.7360000000001
348,625;-901.12
348,75;-851.9680000000001
348,875;-868.352
349;-917.5039999999999
349,125;-851.9680000000001
349,25;-868.352
349,375;-901.12
349,5;-868.352
349,625;-901.12
349,75;-868.352
349,875;-868.352
350;-933.888
350,125;-868.352
350,25;-884.7360000000001
350,375;-851.9680000000001
350,5;-851.9680000000001
350,625;-901.12
350,75;-851.9680000000001
350,875;-901.12
351;-884.7360000000001
351,125;-868.352
351,25;-917.5039999999999
351,375;-868.352
351,5;-901.12
351,625;-917.5039999999999
351,75;-884.7360000000001
351,875;-901.12
352;-851.9680000000001
352,125;-868.352
352,25;-884.7360000000001
352,375;-835.584
352,5;-868.352
352,625;-917.5039999999999
352,75;-835.584
352,875;-819.2
353;-917.5039999999999
353,125;-1163.264
353,25;-1245.184
353,375;-1097.728
353,5;-835.584
353,625;-720.8960000000001
353,75;-737.28
353,875;-786.432
354;-770.048
354,125;-835.584
354,25;-819.2
354,375;-851.9680000000001
354,5;-835.584
354,625;-819.2
354,75;-835.584
354,875;-802.816
355;-835.584
355,125;-868.352
355,25;-868.352
355,375;-868.352
355,5;-819.2
355,625;-786.432
355,75;-819.2
355,875;-802.816
356;-851.9680000000001
356,125;-835.584
356,25;-786.432
356,375;-835.584
356,5;-802.816
356,625;-835.584
356,75;-819.2
356,875;-802.816
357;-835.584
357,125;-819.2
357,25;-851.9680000000001
357,375;-868.352
357,5;-835.584
357,625;-868.352
357,75;-868.352
357,875;-868.352
358;-884.7360000000001
358,125;-835.584
358,25;-819.2
358,375;-802.816
358,5;-835.584
358,625;-901.12
358,75;-851.9680000000001
358,875;-835.584
359;-819.2
359,125;-786.432
359,25;-868.352
359,375;-819.2
359,5;-884.7360000000001
359,625;-901.12
359,75;-851.9680000000001
359,875;-884.7360000000001
360;-851.9680000000001
360,125;-868.352
360,25;-901.12
360,375;-868.352
360,5;-901.12
360,625;-868.352
360,75;-835.584
360,875;-884.7360000000001
361;-819.2
361,125;-868.352
361,25;-851.9680000000001
361,375;-851.9680000000001
361,5;-917.5039999999999
361,625;-851.9680000000001
361,75;-851.9680000000001
361,875;-819.2
362;-819.2
362,125;-884.7360000000001
362,25;-868.352
