,EEG
1867,-770.048
1868,-819.2
1869,-786.432
1870,-851.968
1871,-1015.808
1872,-1130.496
1873,-1097.728
1874,-884.736
1875,-737.28
1876,-753.664
1877,-770.048
1878,-802.816
1879,-770.048
1880,-819.2
1881,-819.2
1882,-770.048
1883,-835.584
1884,-819.2
1885,-835.584
1886,-819.2
1887,-802.816
1888,-835.584
1889,-835.584
1890,-819.2
1891,-819.2
1892,-819.2
1893,-851.968
1894,-835.584
1895,-802.816
1896,-819.2
1897,-802.816
1898,-802.816
1899,-786.432
1900,-770.048
1901,-802.816
1902,-802.816
1903,-835.584
1904,-819.2
1905,-835.584
1906,-851.968
1907,-835.584
1908,-835.584
1909,-851.968
1910,-819.2
1911,-835.584
1912,-851.968
1913,-868.352
1914,-884.736
1915,-835.584
1916,-835.584
1917,-851.968
1918,-819.2
1919,-835.584
1920,-802.816
1921,-851.968
1922,-835.584
1923,-851.968
1924,-868.352
1925,-851.968
1926,-851.968
1927,-851.968
1928,-802.816
1929,-835.584
1930,-819.2
1931,-851.968
1932,-851.968
1933,-835.584
1934,-868.352
1935,-868.352
1936,-835.584
1937,-851.968
1938,-835.584
1939,-835.584
1940,-851.968
1941,-851.968
1942,-884.736
1943,-851.968
1944,-835.584
1945,-786.432
1946,-851.968
1947,-1032.192
1948,-1146.88
1949,-1048.576
1950,-851.968
1951,-704.512
1952,-737.28
1953,-770.048
1954,-819.2
1955,-819.2
1956,-802.816
1957,-835.584
1958,-819.2
1959,-786.432
1960,-802.816
1961,-786.432
1962,-835.584
1963,-819.2
1964,-802.816
1965,-819.2
1966,-802.816
1967,-819.2
1968,-819.2
1969,-802.816
1970,-835.584
1971,-786.432
1972,-786.432
1973,-802.816
1974,-786.432
1975,-819.2
1976,-786.432
1977,-770.048
1978,-819.2
1979,-835.584
1980,-868.352
1981,-868.352
1982,-835.584
1983,-835.584
1984,-819.2
1985,-851.968
1986,-835.584
1987,-819.2
1988,-835.584
1989,-802.816
1990,-835.584
1991,-835.584
1992,-802.816
1993,-851.968
1994,-851.968
1995,-884.736
1996,-884.736
1997,-802.816
1998,-835.584
1999,-819.2
2000,-851.968
2001,-868.352
2002,-802.816
2003,-835.584
2004,-851.968
2005,-835.584
2006,-884.736
2007,-835.584
2008,-851.968
2009,-884.736
2010,-851.968
2011,-917.504
2012,-835.584
2013,-868.352
2014,-851.968
2015,-868.352
2016,-901.12
2017,-851.968
2018,-868.352
2019,-868.352
2020,-819.2
2021,-851.968
2022,-835.584
2023,-851.968
2024,-884.736
2025,-851.968
2026,-802.816
2027,-819.2
2028,-917.504
2029,-1114.112
2030,-1163.264
2031,-1015.808
2032,-851.968
2033,-737.28
2034,-786.432
2035,-770.048
2036,-786.432
2037,-819.2
2038,-802.816
2039,-835.584
2040,-819.2
2041,-835.584
2042,-868.352
2043,-868.352
2044,-884.736
2045,-884.736
2046,-835.584
2047,-835.584
2048,-802.816
2049,-802.816
2050,-819.2
2051,-819.2
2052,-835.584
2053,-819.2
2054,-819.2
2055,-802.816
2056,-802.816
2057,-835.584
2058,-802.816
2059,-868.352
2060,-868.352
2061,-835.584
2062,-868.352
2063,-851.968
2064,-851.968
2065,-884.736
2066,-835.584
2067,-884.736
2068,-884.736
2069,-868.352
2070,-933.888
2071,-884.736
2072,-884.736
2073,-868.352
2074,-868.352
2075,-917.504
2076,-868.352
2077,-868.352
2078,-868.352
2079,-851.968
2080,-933.888
2081,-933.888
2082,-966.656
2083,-933.888
2084,-868.352
2085,-851.968
2086,-819.2
2087,-835.584
2088,-884.736
2089,-868.352
2090,-901.12
2091,-851.968
2092,-819.2
2093,-901.12
2094,-884.736
2095,-884.736
2096,-851.968
2097,-835.584
2098,-884.736
2099,-884.736
2100,-868.352
2101,-884.736
2102,-819.2
2103,-884.736
2104,-868.352
2105,-868.352
2106,-884.736
2107,-835.584
2108,-851.968
2109,-868.352
2110,-868.352
2111,-917.504
2112,-901.12
2113,-835.584
2114,-835.584
2115,-802.816
2116,-1064.96
2117,-1179.648
2118,-1130.496
2119,-950.272
2120,-737.28
2121,-704.512
2122,-770.048
2123,-802.816
2124,-835.584
2125,-835.584
2126,-835.584
2127,-851.968
2128,-835.584
2129,-868.352
2130,-819.2
2131,-851.968
2132,-884.736
2133,-851.968
2134,-884.736
2135,-819.2
2136,-835.584
2137,-884.736
2138,-835.584
2139,-884.736
2140,-819.2
2141,-819.2
2142,-851.968
2143,-819.2
2144,-884.736
2145,-835.584
2146,-868.352
2147,-901.12
2148,-884.736
2149,-917.504
2150,-917.504
2151,-868.352
2152,-933.888
2153,-868.352
2154,-901.12
2155,-917.504
2156,-901.12
2157,-917.504
2158,-901.12
2159,-884.736
2160,-950.272
2161,-917.504
2162,-950.272
2163,-868.352
2164,-884.736
2165,-933.888
2166,-901.12
2167,-901.12
2168,-901.12
2169,-917.504
2170,-999.424
2171,-966.656
2172,-950.272
2173,-933.888
2174,-917.504
2175,-966.656
2176,-950.272
2177,-999.424
2178,-999.424
2179,-999.424
2180,-1015.808
2181,-966.656
2182,-1015.808
2183,-999.424
2184,-1015.808
2185,-983.04
2186,-950.272
2187,-983.04
2188,-983.04
2189,-983.04
2190,-983.04
2191,-966.656
2192,-950.272
2193,-983.04
2194,-950.272
2195,-966.656
2196,-933.888
2197,-884.736
2198,-917.504
2199,-868.352
2200,-901.12
2201,-950.272
2202,-868.352
2203,-884.736
2204,-851.968
2205,-999.424
2206,-1245.184
2207,-1245.184
2208,-1097.728
2209,-868.352
2210,-786.432
2211,-851.968
2212,-901.12
2213,-950.272
2214,-950.272
2215,-950.272
2216,-950.272
2217,-933.888
2218,-933.888
2219,-950.272
2220,-950.272
2221,-999.424
2222,-950.272
2223,-966.656
2224,-966.656
2225,-966.656
2226,-966.656
2227,-917.504
2228,-933.888
2229,-917.504
2230,-901.12
2231,-950.272
2232,-917.504
2233,-917.504
2234,-933.888
2235,-901.12
2236,-950.272
2237,-917.504
2238,-933.888
2239,-950.272
2240,-933.888
2241,-950.272
2242,-933.888
2243,-950.272
2244,-983.04
2245,-950.272
2246,-917.504
2247,-933.888
2248,-917.504
2249,-950.272
2250,-950.272
2251,-966.656
2252,-966.656
2253,-933.888
2254,-950.272
2255,-917.504
2256,-950.272
2257,-966.656
2258,-933.888
2259,-966.656
2260,-917.504
2261,-917.504
2262,-933.888
2263,-917.504
2264,-917.504
2265,-933.888
2266,-917.504
2267,-966.656
2268,-917.504
2269,-901.12
2270,-933.888
2271,-933.888
2272,-917.504
2273,-901.12
2274,-933.888
2275,-966.656
2276,-917.504
2277,-917.504
2278,-884.736
2279,-901.12
2280,-966.656
2281,-917.504
2282,-917.504
2283,-917.504
2284,-884.736
2285,-933.888
2286,-884.736
2287,-901.12
2288,-868.352
2289,-868.352
2290,-917.504
2291,-901.12
2292,-835.584
2293,-884.736
2294,-999.424
2295,-1179.648
2296,-1130.496
2297,-950.272
2298,-819.2
2299,-753.664
2300,-835.584
2301,-802.816
2302,-802.816
2303,-884.736
2304,-835.584
2305,-851.968
2306,-851.968
2307,-868.352
2308,-917.504
2309,-868.352
2310,-851.968
2311,-868.352
2312,-851.968
2313,-868.352
2314,-819.2
2315,-819.2
2316,-851.968
2317,-802.816
2318,-835.584
2319,-786.432
2320,-802.816
2321,-851.968
2322,-835.584
2323,-851.968
2324,-802.816
2325,-770.048
2326,-835.584
2327,-802.816
2328,-835.584
2329,-868.352
2330,-884.736
2331,-933.888
2332,-851.968
2333,-802.816
2334,-835.584
2335,-835.584
2336,-917.504
2337,-851.968
2338,-851.968
2339,-868.352
2340,-835.584
2341,-851.968
2342,-835.584
2343,-802.816
2344,-884.736
2345,-835.584
2346,-851.968
2347,-835.584
2348,-835.584
2349,-917.504
2350,-851.968
2351,-851.968
2352,-868.352
2353,-851.968
2354,-884.736
2355,-819.2
2356,-835.584
2357,-851.968
2358,-835.584
2359,-868.352
2360,-802.816
2361,-819.2
2362,-868.352
2363,-802.816
2364,-851.968
2365,-819.2
2366,-802.816
2367,-868.352
2368,-819.2
2369,-851.968
2370,-851.968
2371,-851.968
2372,-901.12
2373,-819.2
2374,-868.352
2375,-901.12
2376,-835.584
2377,-868.352
2378,-786.432
2379,-770.048
2380,-917.504
2381,-1114.112
2382,-1212.416
2383,-1064.96
2384,-851.968
2385,-737.28
2386,-737.28
2387,-786.432
2388,-737.28
2389,-770.048
2390,-786.432
2391,-786.432
2392,-802.816
2393,-819.2
2394,-786.432
2395,-802.816
2396,-786.432
2397,-770.048
2398,-786.432
2399,-802.816
2400,-802.816
2401,-786.432
2402,-786.432
2403,-819.2
2404,-770.048
2405,-770.048
2406,-753.664
2407,-753.664
2408,-770.048
2409,-770.048
2410,-802.816
2411,-786.432
2412,-770.048
2413,-802.816
2414,-786.432
2415,-851.968
2416,-868.352
2417,-819.2
2418,-868.352
2419,-819.2
2420,-819.2
2421,-868.352
2422,-851.968
2423,-901.12
2424,-884.736
2425,-851.968
2426,-868.352
2427,-835.584
2428,-851.968
2429,-802.816
2430,-819.2
2431,-884.736
2432,-835.584
2433,-868.352
2434,-835.584
2435,-835.584
2436,-868.352
2437,-835.584
2438,-819.2
2439,-851.968
2440,-819.2
2441,-851.968
2442,-802.816
2443,-819.2
2444,-851.968
2445,-851.968
2446,-868.352
2447,-868.352
2448,-835.584
2449,-851.968
2450,-819.2
2451,-835.584
2452,-851.968
2453,-851.968
2454,-868.352
2455,-851.968
2456,-868.352
2457,-868.352
2458,-851.968
2459,-868.352
2460,-802.816
2461,-835.584
2462,-884.736
2463,-868.352
2464,-819.2
2465,-770.048
2466,-851.968
2467,-1081.344
2468,-1212.416
2469,-1146.88
2470,-950.272
2471,-704.512
2472,-688.128
2473,-720.896
2474,-753.664
2475,-786.432
2476,-770.048
2477,-786.432
2478,-802.816
2479,-786.432
2480,-802.816
2481,-786.432
2482,-819.2
2483,-786.432
2484,-819.2
2485,-851.968
2486,-835.584
2487,-802.816
2488,-770.048
2489,-786.432
2490,-835.584
2491,-802.816
2492,-835.584
2493,-802.816
2494,-786.432
2495,-819.2
2496,-802.816
2497,-851.968
2498,-819.2
2499,-802.816
2500,-851.968
2501,-819.2
2502,-851.968
2503,-851.968
2504,-851.968
2505,-884.736
2506,-851.968
2507,-868.352
2508,-884.736
2509,-851.968
2510,-884.736
2511,-819.2
2512,-802.816
2513,-868.352
2514,-835.584
2515,-868.352
2516,-851.968
2517,-851.968
2518,-901.12
2519,-835.584
2520,-835.584
2521,-868.352
2522,-851.968
2523,-917.504
2524,-851.968
2525,-835.584
2526,-819.2
2527,-819.2
2528,-884.736
2529,-835.584
2530,-868.352
2531,-901.12
2532,-868.352
2533,-868.352
2534,-851.968
2535,-851.968
2536,-917.504
2537,-835.584
2538,-868.352
2539,-868.352
2540,-868.352
2541,-950.272
2542,-868.352
2543,-868.352
2544,-835.584
2545,-835.584
2546,-917.504
2547,-851.968
2548,-851.968
2549,-868.352
2550,-851.968
2551,-851.968
2552,-802.816
2553,-950.272
2554,-1146.88
2555,-1179.648
2556,-1032.192
2557,-786.432
2558,-704.512
2559,-786.432
2560,-786.432
2561,-835.584
2562,-819.2
2563,-786.432
2564,-835.584
2565,-786.432
2566,-819.2
2567,-835.584
2568,-802.816
2569,-851.968
2570,-802.816
2571,-819.2
2572,-851.968
2573,-851.968
2574,-835.584
2575,-819.2
2576,-786.432
2577,-835.584
2578,-819.2
2579,-851.968
2580,-819.2
2581,-819.2
2582,-851.968
2583,-819.2
2584,-835.584
2585,-835.584
2586,-819.2
2587,-884.736
2588,-835.584
2589,-868.352
2590,-901.12
2591,-835.584
2592,-884.736
2593,-851.968
2594,-835.584
2595,-851.968
2596,-851.968
2597,-884.736
2598,-868.352
2599,-835.584
2600,-884.736
2601,-819.2
2602,-851.968
2603,-851.968
2604,-851.968
2605,-884.736
2606,-835.584
2607,-819.2
2608,-835.584
2609,-835.584
2610,-884.736
2611,-835.584
2612,-884.736
2613,-901.12
2614,-851.968
2615,-884.736
2616,-835.584
2617,-884.736
2618,-917.504
2619,-868.352
2620,-868.352
2621,-851.968
2622,-802.816
2623,-851.968
2624,-819.2
2625,-868.352
2626,-851.968
2627,-851.968
2628,-884.736
2629,-835.584
2630,-851.968
2631,-851.968
2632,-819.2
2633,-868.352
2634,-835.584
2635,-835.584
2636,-884.736
2637,-802.816
2638,-802.816
2639,-802.816
2640,-983.04
2641,-1146.88
2642,-1130.496
2643,-966.656
2644,-753.664
2645,-688.128
2646,-753.664
2647,-770.048
2648,-819.2
2649,-802.816
2650,-770.048
2651,-819.2
2652,-786.432
2653,-819.2
2654,-819.2
2655,-819.2
2656,-851.968
2657,-802.816
2658,-819.2
2659,-851.968
2660,-835.584
2661,-851.968
2662,-802.816
2663,-802.816
2664,-819.2
2665,-770.048
2666,-802.816
2667,-770.048
2668,-786.432
2669,-819.2
2670,-770.048
2671,-819.2
2672,-802.816
2673,-819.2
2674,-868.352
2675,-819.2
2676,-868.352
2677,-901.12
2678,-835.584
2679,-884.736
2680,-835.584
2681,-835.584
2682,-884.736
2683,-835.584
2684,-868.352
2685,-868.352
2686,-835.584
2687,-884.736
2688,-802.816
2689,-819.2
2690,-851.968
2691,-868.352
2692,-933.888
2693,-835.584
2694,-819.2
2695,-819.2
2696,-819.2
2697,-901.12
2698,-868.352
2699,-851.968
2700,-868.352
2701,-819.2
2702,-884.736
2703,-851.968
2704,-884.736
2705,-901.12
2706,-851.968
2707,-868.352
2708,-819.2
2709,-819.2
2710,-917.504
2711,-901.12
2712,-917.504
2713,-901.12
2714,-868.352
2715,-917.504
2716,-851.968
2717,-868.352
2718,-917.504
2719,-835.584
2720,-901.12
2721,-835.584
2722,-868.352
2723,-917.504
2724,-901.12
2725,-868.352
2726,-819.2
2727,-868.352
2728,-1114.112
2729,-1196.032
2730,-1064.96
2731,-851.968
2732,-688.128
2733,-704.512
2734,-720.896
2735,-753.664
2736,-770.048
2737,-786.432
2738,-819.2
2739,-802.816
2740,-802.816
2741,-835.584
2742,-819.2
2743,-851.968
2744,-819.2
2745,-835.584
2746,-868.352
2747,-868.352
2748,-851.968
2749,-835.584
2750,-786.432
2751,-835.584
2752,-786.432
2753,-835.584
2754,-835.584
2755,-835.584
2756,-884.736
2757,-802.816
2758,-802.816
2759,-819.2
2760,-819.2
2761,-884.736
2762,-835.584
2763,-901.12
2764,-901.12
2765,-868.352
2766,-901.12
2767,-835.584
2768,-868.352
2769,-917.504
2770,-851.968
2771,-933.888
2772,-901.12
2773,-868.352
2774,-917.504
2775,-851.968
2776,-884.736
2777,-917.504
2778,-901.12
2779,-950.272
2780,-884.736
2781,-901.12
2782,-851.968
2783,-868.352
2784,-917.504
2785,-851.968
2786,-868.352
2787,-901.12
2788,-868.352
2789,-901.12
2790,-868.352
2791,-868.352
2792,-933.888
2793,-868.352
2794,-884.736
2795,-851.968
2796,-851.968
2797,-901.12
2798,-851.968
2799,-901.12
2800,-884.736
2801,-868.352
2802,-917.504
2803,-868.352
2804,-901.12
2805,-917.504
2806,-884.736
2807,-901.12
2808,-851.968
2809,-868.352
2810,-884.736
2811,-835.584
2812,-868.352
2813,-917.504
2814,-835.584
2815,-819.2
2816,-917.504
2817,-1163.264
2818,-1245.184
2819,-1097.728
2820,-835.584
2821,-720.896
2822,-737.28
2823,-786.432
2824,-770.048
2825,-835.584
2826,-819.2
2827,-851.968
2828,-835.584
2829,-819.2
2830,-835.584
2831,-802.816
2832,-835.584
2833,-868.352
2834,-868.352
2835,-868.352
2836,-819.2
2837,-786.432
2838,-819.2
2839,-802.816
2840,-851.968
2841,-835.584
2842,-786.432
2843,-835.584
2844,-802.816
2845,-835.584
2846,-819.2
2847,-802.816
2848,-835.584
2849,-819.2
2850,-851.968
2851,-868.352
2852,-835.584
2853,-868.352
2854,-868.352
2855,-868.352
2856,-884.736
2857,-835.584
2858,-819.2
2859,-802.816
2860,-835.584
2861,-901.12
2862,-851.968
2863,-835.584
2864,-819.2
2865,-786.432
2866,-868.352
2867,-819.2
2868,-884.736
2869,-901.12
2870,-851.968
2871,-884.736
2872,-851.968
2873,-868.352
2874,-901.12
2875,-868.352
2876,-901.12
2877,-868.352
2878,-835.584
2879,-884.736
2880,-819.2
2881,-868.352
2882,-851.968
2883,-851.968
2884,-917.504
2885,-851.968
2886,-851.968
2887,-819.2
2888,-819.2
2889,-884.736
2890,-868.352
2891,-851.968
2892,-851.968
2893,-819.2
2894,-868.352
2895,-835.584
2896,-819.2
2897,-851.968
2898,-835.584
2899,-835.584
2900,-868.352
2901,-786.432
2902,-770.048
2903,-868.352
2904,-1114.112
2905,-1212.416
2906,-1064.96
2907,-868.352
2908,-737.28
2909,-753.664
2910,-819.2
2911,-802.816
2912,-868.352
2913,-835.584
2914,-851.968
2915,-868.352
2916,-851.968
2917,-835.584
2918,-835.584
2919,-802.816
2920,-819.2
2921,-802.816
2922,-835.584
2923,-835.584
2924,-819.2
2925,-835.584
2926,-786.432
2927,-819.2
2928,-819.2
2929,-819.2
2930,-835.584
2931,-835.584
2932,-835.584
2933,-851.968
2934,-851.968
2935,-884.736
2936,-835.584
2937,-851.968
2938,-901.12
2939,-868.352
2940,-868.352
2941,-851.968
2942,-835.584
2943,-884.736
2944,-851.968
2945,-868.352
2946,-851.968
2947,-851.968
2948,-917.504
2949,-868.352
2950,-851.968
2951,-835.584
2952,-851.968
2953,-901.12
2954,-835.584
2955,-835.584
2956,-851.968
2957,-835.584
2958,-901.12
2959,-868.352
2960,-868.352
2961,-901.12
2962,-868.352
2963,-884.736
2964,-851.968
2965,-851.968
2966,-917.504
2967,-884.736
2968,-901.12
2969,-884.736
2970,-835.584
2971,-868.352
2972,-835.584
2973,-901.12
2974,-884.736
2975,-884.736
2976,-884.736
2977,-851.968
2978,-851.968
2979,-851.968
2980,-851.968
2981,-868.352
2982,-868.352
2983,-851.968
2984,-884.736
2985,-819.2
2986,-851.968
2987,-819.2
2988,-802.816
2989,-884.736
2990,-1130.496
2991,-1245.184
2992,-1163.264
2993,-868.352
2994,-737.28
2995,-770.048
2996,-868.352
2997,-851.968
2998,-819.2
2999,-851.968
3000,-819.2
3001,-835.584
3002,-884.736
3003,-835.584
3004,-868.352
3005,-835.584
3006,-819.2
3007,-851.968
3008,-835.584
3009,-835.584
3010,-868.352
3011,-819.2
3012,-819.2
3013,-802.816
3014,-819.2
3015,-819.2
3016,-802.816
3017,-819.2
3018,-819.2
3019,-835.584
3020,-868.352
3021,-835.584
3022,-868.352
3023,-851.968
3024,-835.584
3025,-933.888
3026,-933.888
3027,-966.656
3028,-901.12
3029,-868.352
3030,-884.736
3031,-868.352
3032,-884.736
3033,-851.968
3034,-868.352
3035,-933.888
3036,-868.352
3037,-835.584
3038,-851.968
3039,-851.968
3040,-950.272
3041,-884.736
3042,-884.736
3043,-884.736
3044,-851.968
3045,-901.12
3046,-884.736
3047,-868.352
3048,-901.12
3049,-835.584
3050,-868.352
3051,-851.968
3052,-884.736
3053,-933.888
3054,-851.968
3055,-835.584
3056,-851.968
3057,-851.968
3058,-933.888
3059,-868.352
3060,-851.968
3061,-868.352
3062,-868.352
3063,-901.12
3064,-884.736
3065,-835.584
3066,-851.968
3067,-819.2
3068,-884.736
3069,-851.968
3070,-851.968
3071,-868.352
3072,-835.584
3073,-819.2
3074,-819.2
3075,-1032.192
3076,-1228.8
3077,-1196.032
3078,-966.656
3079,-720.896
3080,-655.36
3081,-770.048
3082,-802.816
3083,-851.968
3084,-868.352
3085,-835.584
3086,-851.968
3087,-835.584
3088,-835.584
3089,-851.968
3090,-868.352
3091,-917.504
3092,-901.12
3093,-851.968
3094,-819.2
3095,-802.816
3096,-802.816
3097,-819.2
3098,-835.584
3099,-884.736
3100,-868.352
3101,-884.736
3102,-835.584
3103,-802.816
3104,-835.584
3105,-851.968
3106,-884.736
3107,-868.352
3108,-835.584
3109,-868.352
3110,-868.352
3111,-884.736
3112,-884.736
3113,-851.968
3114,-884.736
3115,-851.968
3116,-851.968
3117,-917.504
3118,-851.968
3119,-884.736
3120,-868.352
3121,-868.352
3122,-901.12
3123,-884.736
3124,-851.968
3125,-868.352
3126,-851.968
3127,-933.888
3128,-884.736
3129,-868.352
3130,-901.12
3131,-901.12
3132,-950.272
3133,-917.504
3134,-884.736
3135,-868.352
3136,-868.352
3137,-868.352
3138,-884.736
3139,-917.504
3140,-950.272
3141,-884.736
3142,-868.352
3143,-835.584
3144,-851.968
3145,-933.888
3146,-884.736
3147,-868.352
3148,-884.736
3149,-884.736
3150,-901.12
3151,-884.736
3152,-868.352
3153,-901.12
3154,-868.352
3155,-819.2
3156,-917.504
3157,-1130.496
3158,-1261.568
3159,-1146.88
3160,-933.888
3161,-753.664
3162,-819.2
3163,-884.736
3164,-851.968
3165,-851.968
3166,-851.968
3167,-835.584
3168,-868.352
3169,-835.584
3170,-884.736
3171,-868.352
3172,-851.968
3173,-851.968
3174,-868.352
3175,-884.736
3176,-884.736
3177,-802.816
3178,-835.584
3179,-819.2
3180,-851.968
3181,-868.352
3182,-819.2
3183,-851.968
3184,-851.968
3185,-835.584
3186,-868.352
3187,-835.584
3188,-901.12
3189,-901.12
3190,-917.504
3191,-933.888
3192,-917.504
3193,-917.504
3194,-950.272
3195,-917.504
3196,-933.888
3197,-917.504
3198,-933.888
3199,-950.272
3200,-884.736
3201,-901.12
3202,-868.352
3203,-884.736
3204,-933.888
3205,-901.12
3206,-917.504
3207,-933.888
